series_id        	lfst_code	periodicity_code	series_title	absn_code	activity_code	ages_code	cert_code	class_code	duration_code	education_code	entr_code	expr_code	hheader_code	hour_code	indy_code	jdes_code	look_code	mari_code	mjhs_code	occupation_code	orig_code	pcts_code	race_code	rjnw_code	rnlf_code	rwns_code	seek_code	sexs_code	tdat_code	vets_code	wkst_code	born_code	chld_code	disa_code	seasonal	tlwk_code	footnote_codes	begin_year	begin_period	end_year	end_period
LNU02026865Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, Married, Spouse Present,  Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	02	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026866      	20	M	(Unadj) Employment Level - Widowed, Divorced, or Separated, Multiple Jobholders Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	09	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026866Q     	20	Q	(Unadj) Employment Level - Widowed, Divorced, or Separated, Multiple Jobholders Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	09	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026867      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, Widowed, Divorced, or Separated,  Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	09	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026867Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, Widowed, Divorced, or Separated,  Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	09	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026868      	20	M	(Unadj) Employment Level - Multiple Jobholders 16-19 yrs., Women	0	0	08	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026868Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 16-19 yrs., Women	0	0	08	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026869      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 16-19 yrs., Women	0	0	08	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026869Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 16-19 yrs., Women	0	0	08	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026870      	20	M	(Unadj) Employment Level - Multiple Jobholders 20 yrs. & over, Women	0	0	17	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026870Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 20 yrs. & over, Women	0	0	17	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026871      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 20 yrs. & over, Women	0	0	17	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026871Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 20 yrs. & over, Women	0	0	17	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026872      	20	M	(Unadj) Employment Level - Multiple Jobholders 20-24 yrs., Women	0	0	20	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026872Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 20-24 yrs., Women	0	0	20	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026873      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 20-24 yrs., Women	0	0	20	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026873Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 20-24 yrs., Women	0	0	20	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026874      	20	M	(Unadj) Employment Level - Multiple Jobholders 25 yrs. & over, Women	0	0	28	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026874Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 25 yrs. & over, Women	0	0	28	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026875      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 25 yrs. & over, Women	0	0	28	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026875Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 25 yrs. & over, Women	0	0	28	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026876      	20	M	(Unadj) Employment Level - Multiple Jobholders 25-54 yrs., Women	0	0	33	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026876Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 25-54 yrs., Women	0	0	33	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026877      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 25-54 yrs., Women	0	0	33	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026877Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 25-54 yrs., Women	0	0	33	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026878      	20	M	(Unadj) Employment Level - Multiple Jobholders 55 yrs. & over, Women	0	0	45	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026878Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 55 yrs. & over, Women	0	0	45	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026879      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 55 yrs. & over, Women	0	0	45	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026879Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 55 yrs. & over, Women	0	0	45	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026880      	20	M	(Unadj) Employment Level - Multiple Jobholders 55-64 yrs., Women	0	0	49	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026880Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 55-64 yrs., Women	0	0	49	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026881      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 55-64 yrs., Women	0	0	49	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026881Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 55-64 yrs., Women	0	0	49	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026882      	20	M	(Unadj) Employment Level - Multiple Jobholders 65 yrs. & over, Women	0	0	65	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026882Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders 65 yrs. & over, Women	0	0	65	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026883      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, 65 yrs. & over, Women	0	0	65	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026883Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, 65 yrs. & over, Women	0	0	65	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026884      	20	M	(Unadj) Employment Level - Multiple Jobholders Hispanic or Latino Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	01	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026884Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders Hispanic or Latino Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	01	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026885      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, Hispanic or Latino Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	01	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026885Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, Hispanic or Latino Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	01	05	00	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026886      	20	M	(Unadj) Employment Level - Multiple Jobholders White Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	01	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026886Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders White Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	01	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026887      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, White Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	01	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026887Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, White Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	01	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026888      	20	M	(Unadj) Employment Level - Multiple Jobholders Black or African American Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	03	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026888Q     	20	Q	(Unadj) Employment Level - Multiple Jobholders Black or African American Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	00	03	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026889      	20	M	(Unadj) Multiple Jobholders as a Percent of Employed, Black or African American Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	03	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02026889Q     	20	Q	(Unadj) Multiple Jobholders as a Percent of Employed, Black or African American Women	0	0	00	00	00	000	00	0	0	00	00	0000	0	00	00	01	0000	00	05	03	00	00	00	00	2	01	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026938      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-17 yrs.	0	0	07	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026938Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-17 yrs.	0	0	07	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026939      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs.	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026939Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs.	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026940      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 18-19 yrs.	0	0	13	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026940Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 18-19 yrs.	0	0	13	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026941      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20 yrs. & over	0	0	17	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026941Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20 yrs. & over	0	0	17	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026942      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20-24 yrs.	0	0	20	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026942Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20-24 yrs.	0	0	20	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026943      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25 yrs. & over	0	0	28	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026943Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25 yrs. & over	0	0	28	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026944      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25-54 yrs.	0	0	33	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026944Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25-54 yrs.	0	0	33	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026945      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 55 yrs. & over	0	0	45	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026945Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 55 yrs. & over	0	0	45	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	0	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026946      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons Men	0	0	00	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026946Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons Men	0	0	00	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026947      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs., Men	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026947Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs., Men	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026948      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20 yrs. & over, Men	0	0	17	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026948Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20 yrs. & over, Men	0	0	17	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026949      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20-24 yrs., Men	0	0	20	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026949Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20-24 yrs., Men	0	0	20	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026950      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25 yrs. & over, Men	0	0	28	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026950Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25 yrs. & over, Men	0	0	28	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026951      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25-54 yrs., Men	0	0	33	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026951Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25-54 yrs., Men	0	0	33	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026952      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 55 yrs. & over, Men	0	0	45	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026952Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 55 yrs. & over, Men	0	0	45	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	00	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026953      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons White Men	0	0	00	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026953Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons White Men	0	0	00	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026954      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs., White Men	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026954Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs., White Men	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026955      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20 yrs. & over, White Men	0	0	17	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026955Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20 yrs. & over, White Men	0	0	17	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026956      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20-24 yrs., White Men	0	0	20	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026956Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 20-24 yrs., White Men	0	0	20	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026957      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25 yrs. & over, White Men	0	0	28	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026957Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25 yrs. & over, White Men	0	0	28	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026958      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25-54 yrs., White Men	0	0	33	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026958Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 25-54 yrs., White Men	0	0	33	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026959      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 55 yrs. & over, White Men	0	0	45	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026959Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 55 yrs. & over, White Men	0	0	45	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	01	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026960      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons Black or African American Men	0	0	00	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	03	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026960Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons Black or African American Men	0	0	00	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	03	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
LNU02026961      	20	M	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs., Black or African American Men	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	03	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	M01	2026	M06
LNU02026961Q     	20	Q	(Unadj) Employed, Usually Work Full Time, At Work 1-34 Hours for Economic or Noneconomic Reasons 16-19 yrs., Black or African American Men	0	0	08	00	00	000	00	0	0	00	01	0000	0	00	00	00	0000	00	00	03	00	00	00	00	1	00	00	03	00	00	00	U	00		1994	Q01	2026	Q02
